gameDate,player1Odds,player2Odds,playersNames,score,tournamentName
15 May 2016,1.73,2.09,Smith M. - Suljovic M.,5:6,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.02,1.02,van Gerwen M. - Van Eijden R.,6:2,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.07,1.07,Anderson G. - Langendorf M.,6:3,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.23,1.23,Wade J. - Clayton J.,6:4,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.20,1.20,Wright P. - Webster D.,6:5,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.11,1.11,Lewis A. - Eidams R.,6:4,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.32,1.32,Smith M. - Rodriguez Row. J.,6:1,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.70,2.12,Huybrechts K. - Van der Voort V.,2:6,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.14,1.14,Chisnall D. - Meulenkamp R.,6:2,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.96,1.82,King M. - Gurney D.,3:6,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.44,1.44,Klaasen J. - Dobey Ch.,6:5,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.28,1.28,Suljovic M. - de Decker M.,6:0,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.39,2.92,Thornton R. - Henderson J.,4:6,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.41,2.83,White I. - Hopp M.,2:6,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.66,2.18,Whitlock S. - Caven J.,3:6,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.75,1.75,van de Pas B. - Norris A.,6:3,European Tour 4 2016 Results & Historical Odds
14 May 2016,1.26,1.26,Jenkins T. - Caris M.,6:1,European Tour 4 2016 Results & Historical Odds
13 May 2016,2.14,2.14,Clayton J. - Petersen D.,6:3,European Tour 4 2016 Results & Historical Odds
13 May 2016,1.69,2.14,Welge A. - Langendorf M.,3:6,European Tour 4 2016 Results & Historical Odds
13 May 2016,2.26,1.60,Painter K. - Gurney D.,4:6,European Tour 4 2016 Results & Historical Odds
13 May 2016,3.61,1.28,Robinson J. - Van der Voort V.,2:6,European Tour 4 2016 Results & Historical Odds
13 May 2016,2.62,1.47,Artut J. - Dobey Ch.,4:6,European Tour 4 2016 Results & Historical Odds
13 May 2016,2.47,2.47,Henderson J. - Webster M.,6:5,European Tour 4 2016 Results & Historical Odds
13 May 2016,2.35,1.57,Payne J. - Caven J.,5:6,European Tour 4 2016 Results & Historical Odds
13 May 2016,3.46,3.46,Meulenkamp R. - Cullen J.,6:5,European Tour 4 2016 Results & Historical Odds
13 May 2016,2.32,2.32,Van Eijden R. - Gilding A.,6:1,European Tour 4 2016 Results & Historical Odds
13 May 2016,2.58,1.49,Van Der Horst M. - Rodriguez Row. J.,4:6,European Tour 4 2016 Results & Historical Odds
13 May 2016,1.57,1.57,Eidams R. - Williams R.,6:4,European Tour 4 2016 Results & Historical Odds
13 May 2016,1.38,2.92,Reyes C. - Caris M.,3:6,European Tour 4 2016 Results & Historical Odds
13 May 2016,4.52,1.19,Corner R. - Norris A.,5:6,European Tour 4 2016 Results & Historical Odds
13 May 2016,1.93,1.93,Hopp M. - Murnan J.,6:5,European Tour 4 2016 Results & Historical Odds
13 May 2016,1.31,1.31,Webster D. - Worsley J.,6:1,European Tour 4 2016 Results & Historical Odds
13 May 2016,2.11,2.11,de Decker M. - Johnson D.,6:3,European Tour 4 2016 Results & Historical Odds
15 Jul 2017,1.25,3.96,Anderson G. - Gurney D.,4:8,US Darts Masters 2017 Results & Historical Odds
15 Jul 2017,1.30,3.51,Wright P. - Gurney D.,7:8,US Darts Masters 2017 Results & Historical Odds
15 Jul 2017,1.35,1.35,Anderson G. - van Barneveld R.,8:4,US Darts Masters 2017 Results & Historical Odds
15 Jul 2017,1.01,1.01,van Gerwen M. - Richardson D.,8:1,US Darts Masters 2017 Results & Historical Odds
15 Jul 2017,5.43,1.15,Murschell D. - Price G.,4:8,US Darts Masters 2017 Results & Historical Odds
14 Jul 2017,1.02,1.02,Anderson G. - Barlow J.,6:0,US Darts Masters 2017 Results & Historical Odds
14 Jul 2017,1.01,1.01,van Gerwen M. - White C.,6:0,US Darts Masters 2017 Results & Historical Odds
14 Jul 2017,1.02,1.02,Wright P. - Brenneman S.,6:3,US Darts Masters 2017 Results & Historical Odds
14 Jul 2017,1.09,7.25,Wade J. - Murschell D.,5:6,US Darts Masters 2017 Results & Historical Odds
14 Jul 2017,1.08,1.08,van Barneveld R. - Cameron D.,6:3,US Darts Masters 2017 Results & Historical Odds
14 Jul 2017,1.37,3.06,Hopp M. - Richardson D.,3:6,US Darts Masters 2017 Results & Historical Odds
14 Jul 2017,1.12,1.12,Price G. - Bruguier W.,6:4,US Darts Masters 2017 Results & Historical Odds
14 Jul 2017,1.08,1.08,Gurney D. - Sayre D.,6:2,US Darts Masters 2017 Results & Historical Odds
04 Sep 2016,2.12,2.12,Suljovic M. - Huybrechts K.,6:5,European Tour 7 2016 Results & Historical Odds
04 Sep 2016,2.09,1.73,van de Pas B. - Huybrechts K.,2:6,European Tour 7 2016 Results & Historical Odds
04 Sep 2016,1.55,1.55,Suljovic M. - Wilson J.,6:1,European Tour 7 2016 Results & Historical Odds
04 Sep 2016,3.09,1.36,Horvat D. - Huybrechts K.,1:6,European Tour 7 2016 Results & Historical Odds
04 Sep 2016,2.11,1.71,Whitlock S. - van de Pas B.,5:6,European Tour 7 2016 Results & Historical Odds
04 Sep 2016,1.49,1.49,Wilson J. - Boulton A.,6:1,European Tour 7 2016 Results & Historical Odds
04 Sep 2016,3.89,1.25,Meeuwisse Y. - Suljovic M.,1:6,European Tour 7 2016 Results & Historical Odds
04 Sep 2016,1.61,1.61,Huybrechts K. - Green R.,6:2,European Tour 7 2016 Results & Historical Odds
04 Sep 2016,1.30,3.47,White I. - Horvat D.,4:6,European Tour 7 2016 Results & Historical Odds
04 Sep 2016,1.60,1.60,van de Pas B. - Thornton R.,6:2,European Tour 7 2016 Results & Historical Odds
04 Sep 2016,1.30,3.37,Wright P. - Whitlock S.,3:6,European Tour 7 2016 Results & Historical Odds
04 Sep 2016,1.14,5.52,Chisnall D. - Boulton A.,5:6,European Tour 7 2016 Results & Historical Odds
04 Sep 2016,2.01,2.01,Wilson J. - Jenkins T.,6:4,European Tour 7 2016 Results & Historical Odds
04 Sep 2016,1.82,1.96,Klaasen J. - Suljovic M.,5:6,European Tour 7 2016 Results & Historical Odds
04 Sep 2016,2.31,1.58,Meikle R. - Meeuwisse Y.,2:6,European Tour 7 2016 Results & Historical Odds
03 Sep 2016,1.60,1.60,Huybrechts K. - Cullen J.,6:5,European Tour 7 2016 Results & Historical Odds
03 Sep 2016,1.63,1.63,Whitlock S. - Petersen D.,6:1,European Tour 7 2016 Results & Historical Odds
03 Sep 2016,1.21,1.21,Wright P. - West S.,6:4,European Tour 7 2016 Results & Historical Odds
03 Sep 2016,1.44,1.44,Klaasen J. - Dobey Ch.,6:3,European Tour 7 2016 Results & Historical Odds
03 Sep 2016,1.21,1.21,Chisnall D. - Wattimena J.,6:1,European Tour 7 2016 Results & Historical Odds
03 Sep 2016,1.35,3.13,Smith M. - Wilson J.,4:6,European Tour 7 2016 Results & Historical Odds
03 Sep 2016,1.53,1.53,Jenkins T. - Webster D.,6:5,European Tour 7 2016 Results & Historical Odds
03 Sep 2016,1.77,1.77,van de Pas B. - Anderson K.,6:5,European Tour 7 2016 Results & Historical Odds
03 Sep 2016,1.13,5.90,Price G. - Horvat D.,5:6,European Tour 7 2016 Results & Historical Odds
03 Sep 2016,1.40,1.40,Thornton R. - Huybrechts R.,6:4,European Tour 7 2016 Results & Historical Odds
03 Sep 2016,1.31,3.45,Norris A. - Boulton A.,1:6,European Tour 7 2016 Results & Historical Odds
03 Sep 2016,1.08,1.08,Suljovic M. - Holz M.,6:3,European Tour 7 2016 Results & Historical Odds
03 Sep 2016,1.51,2.52,Bunting S. - Green R.,1:6,European Tour 7 2016 Results & Historical Odds
03 Sep 2016,1.14,1.14,White I. - Walker J.,6:2,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,2.54,1.50,Eidams R. - West S.,1:6,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,1.77,1.99,Painter K. - Petersen D.,1:6,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,1.85,1.88,Hopp M. - Webster D.,3:6,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,2.72,1.44,de Graaf J. - Cullen J.,4:6,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,5.37,5.37,Horvat D. - Evans R.,6:4,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,1.08,1.08,Anderson K. - Kamphuis V.,6:2,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,4.24,1.22,Ratajski K. - Dobey Ch.,1:6,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,2.76,2.76,Boulton A. - Caven J.,6:3,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,1.54,1.54,Huybrechts R. - Frost M.,6:3,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,1.43,2.72,Barnard M. - Holz M.,5:6,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,1.74,2.03,de Zwaan J. - Wattimena J.,2:6,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,3.49,3.49,Meeuwisse Y. - Dolan B.,6:5,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,1.84,1.84,Meikle R. - Rasztovits M.,6:0,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,2.24,1.63,Langendorf M. - Walker J.,3:6,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,2.18,1.66,Hamilton A. - Wilson J.,2:6,European Tour 7 2016 Results & Historical Odds
02 Sep 2016,1.51,1.51,Green R. - Richardson J.,6:4,European Tour 7 2016 Results & Historical Odds
19 Aug 2018,4.14,4.14,Cross R. - van Gerwen M.,11:6,Brisbane Masters Results & Historical Odds
19 Aug 2018,1.14,1.14,van Gerwen M. - van Barneveld R.,11:9,Brisbane Masters Results & Historical Odds
09 Dec 2018,3.55,1.25,McGeeney M. - Durrant G.,1:3,Finder Darts Masters Results & Historical Odds
19 Aug 2018,2.02,1.77,Wright P. - Cross R.,8:11,Brisbane Masters Results & Historical Odds
18 Aug 2018,1.09,1.09,Wright P. - Smith R.,10:4,Brisbane Masters Results & Historical Odds
09 Dec 2018,1.55,2.30,Williams J. - Veenstra R.,1:3,Finder Darts Masters Results & Historical Odds
18 Aug 2018,1.05,1.05,van Gerwen M. - Anderson K.,10:3,Brisbane Masters Results & Historical Odds
09 Dec 2018,1.20,1.20,Durrant G. - Whitehead C.,3:1,Finder Darts Masters Results & Historical Odds
18 Aug 2018,1.50,1.50,Cross R. - Cadby C.,10:4,Brisbane Masters Results & Historical Odds
09 Dec 2018,1.65,1.65,McGeeney M. - Mitchell S.,3:2,Finder Darts Masters Results & Historical Odds
18 Aug 2018,1.33,3.23,Anderson G. - van Barneveld R.,8:10,Brisbane Masters Results & Historical Odds
09 Dec 2018,1.85,1.85,Telnekes D. - Veenstra R.,1:3,Finder Darts Masters Results & Historical Odds
17 Aug 2018,1.03,1.03,Anderson G. - Heta D.,6:5,Brisbane Masters Results & Historical Odds
09 Dec 2018,1.55,1.55,Williams J. - Warren W.,3:2,Finder Darts Masters Results & Historical Odds
17 Aug 2018,2.09,1.72,Whitlock S. - Cadby C.,5:6,Brisbane Masters Results & Historical Odds
17 Aug 2018,1.01,1.01,van Gerwen M. - Cleaver M.,6:2,Brisbane Masters Results & Historical Odds
08 Dec 2018,1.25,1.25,Durrant G. - Robson G.,5:3,Finder Darts Masters Results & Historical Odds
17 Aug 2018,1.05,1.05,Cross R. - Pusey T.,6:2,Brisbane Masters Results & Historical Odds
08 Dec 2018,1.70,2.02,Landman C. - Warren W.,4:5,Finder Darts Masters Results & Historical Odds
17 Aug 2018,1.05,1.05,Wright P. - Thompson J.,6:2,Brisbane Masters Results & Historical Odds
17 Aug 2018,1.11,1.11,Anderson K. - Gardner B.,6:2,Brisbane Masters Results & Historical Odds
08 Dec 2018,1.55,2.30,Mandigers W. - Whitehead C.,2:5,Finder Darts Masters Results & Historical Odds
08 Dec 2018,1.55,1.55,McGeeney M. - Hamilton A.,5:4,Finder Darts Masters Results & Historical Odds
17 Aug 2018,1.07,1.07,van Barneveld R. - Mathers G.,6:1,Brisbane Masters Results & Historical Odds
17 Aug 2018,1.05,9.21,Smith M. - Smith R.,1:6,Brisbane Masters Results & Historical Odds
08 Dec 2018,1.30,1.30,Mitchell S. - Vaes W.,5:4,Finder Darts Masters Results & Historical Odds
08 Dec 2018,1.65,1.65,Telnekes D. - Montgomery R.,5:0,Finder Darts Masters Results & Historical Odds
08 Dec 2018,2.02,2.02,Veenstra R. - Harms W.,5:4,Finder Darts Masters Results & Historical Odds
08 Dec 2018,1.60,1.60,Williams J. - Sparidaans J.,5:1,Finder Darts Masters Results & Historical Odds
08 Dec 2018,1.25,1.25,Durrant G. - Waites S.,5:4,Finder Darts Masters Results & Historical Odds
08 Dec 2018,1.85,1.85,Landman C. - Adams M.,5:4,Finder Darts Masters Results & Historical Odds
08 Dec 2018,1.60,1.60,Mandigers W. - O'Shea T.,5:2,Finder Darts Masters Results & Historical Odds
08 Dec 2018,1.70,1.70,McGeeney M. - Unterbuchner M.,5:4,Finder Darts Masters Results & Historical Odds
08 Dec 2018,1.35,1.35,Mitchell S. - Day D.,5:3,Finder Darts Masters Results & Historical Odds
08 Dec 2018,1.80,1.80,Telnekes D. - Kleermaker M.,5:1,Finder Darts Masters Results & Historical Odds
08 Dec 2018,1.55,1.55,Veenstra R. - Reynolds D.,5:2,Finder Darts Masters Results & Historical Odds
08 Dec 2018,1.40,1.40,Williams J. - Van Egdom J.,5:4,Finder Darts Masters Results & Historical Odds
07 Dec 2018,1.75,1.95,O'Shea T. - Whitehead C.,1:5,Finder Darts Masters Results & Historical Odds
07 Dec 2018,1.60,2.20,Unterbuchner M. - Hamilton A.,4:5,Finder Darts Masters Results & Historical Odds
07 Dec 2018,1.65,2.10,Kleermaker M. - Montgomery R.,3:5,Finder Darts Masters Results & Historical Odds
07 Dec 2018,1.65,2.10,Day D. - Vaes W.,4:5,Finder Darts Masters Results & Historical Odds
07 Dec 2018,2.30,1.55,Van Egdom J. - Sparidaans J.,0:5,Finder Darts Masters Results & Historical Odds
07 Dec 2018,1.60,1.60,Harms W. - Reynolds D.,5:1,Finder Darts Masters Results & Historical Odds
07 Dec 2018,1.95,1.95,Robson G. - Waites S.,5:3,Finder Darts Masters Results & Historical Odds
07 Dec 2018,2.02,1.70,Adams M. - Warren W.,3:5,Finder Darts Masters Results & Historical Odds
14 Feb 2016,1.15,1.15,van Gerwen M. - Gurney D.,6:2,European Tour 1 2016 Results & Historical Odds
14 Feb 2016,1.91,1.89,Suljovic M. - Gurney D.,1:6,European Tour 1 2016 Results & Historical Odds
14 Feb 2016,1.10,1.10,van Gerwen M. - King M.,6:2,European Tour 1 2016 Results & Historical Odds
14 Feb 2016,1.32,3.32,Lewis A. - Gurney D.,4:6,European Tour 1 2016 Results & Historical Odds
14 Feb 2016,1.87,1.87,Suljovic M. - Whitlock S.,6:3,European Tour 1 2016 Results & Historical Odds
14 Feb 2016,1.94,1.94,King M. - van de Pas B.,6:5,European Tour 1 2016 Results & Historical Odds
14 Feb 2016,1.24,1.24,van Gerwen M. - Chisnall D.,6:3,European Tour 1 2016 Results & Historical Odds
14 Feb 2016,1.31,3.32,Wright P. - Gurney D.,4:6,European Tour 1 2016 Results & Historical Odds
14 Feb 2016,1.25,1.25,Lewis A. - Jenkins T.,6:2,European Tour 1 2016 Results & Historical Odds
14 Feb 2016,2.23,2.23,Whitlock S. - Klaasen J.,6:3,European Tour 1 2016 Results & Historical Odds
14 Feb 2016,1.61,2.25,Smith M. - Suljovic M.,5:6,European Tour 1 2016 Results & Historical Odds
14 Feb 2016,1.45,2.68,Wade J. - van de Pas B.,1:6,European Tour 1 2016 Results & Historical Odds
14 Feb 2016,2.19,1.66,Petersen D. - King M.,2:6,European Tour 1 2016 Results & Historical Odds
14 Feb 2016,1.10,1.10,Chisnall D. - Edhouse R.,6:2,European Tour 1 2016 Results & Historical Odds
14 Feb 2016,1.08,1.08,van Gerwen M. - Pipe J.,6:3,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,1.50,1.50,Wright P. - Bunting S.,6:4,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,1.12,1.12,Lewis A. - Van Eijden R.,6:1,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,2.03,2.03,van de Pas B. - Webster M.,6:2,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,1.22,4.20,Anderson G. - King M.,4:6,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,1.08,1.08,van Gerwen M. - Henderson J.,6:3,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,1.40,1.40,Smith M. - Price G.,6:3,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,1.45,2.69,Huybrechts K. - Petersen D.,2:6,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,1.47,1.47,Klaasen J. - Painter K.,6:4,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,1.10,1.10,Wade J. - Harrington R.,6:3,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,1.12,1.12,Chisnall D. - Thomas K.,6:3,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,1.72,2.06,White I. - Whitlock S.,4:6,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,1.54,1.54,Suljovic M. - Rodriguez Row. J.,6:1,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,2.16,1.65,Dolan B. - Gurney D.,4:6,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,1.39,1.39,Jenkins T. - Richardson J.,6:1,European Tour 1 2016 Results & Historical Odds
13 Feb 2016,2.03,2.03,Pipe J. - Lewis J.,6:5,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,1.84,1.89,Evans R. - Petersen D.,5:6,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,1.28,1.28,Webster M. - Wattimena J.,6:2,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,1.43,1.43,King M. - Baxter R.,6:3,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,2.40,1.55,van Duijvenbode D. - Price G.,3:6,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,4.72,1.18,Michael J. - Bunting S.,0:6,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,3.26,3.26,Harrington R. - Pallett D.,6:4,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,2.99,1.38,Artut J. - Gurney D.,5:6,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,2.09,2.09,Painter K. - Caven J.,6:5,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,1.87,1.86,Green R. - Rodriguez Row. J.,4:6,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,4.38,1.20,de Decker M. - Whitlock S.,2:6,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,1.89,1.84,van den Bergh D. - Henderson J.,5:6,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,2.22,2.22,Thomas K. - Dekker J.,6:3,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,3.16,1.34,Welge A. - Lewis J.,0:6,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,2.58,1.48,Milford P. - Van Eijden R.,5:6,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,1.74,1.74,Edhouse R. - Schindler M.,6:4,European Tour 1 2016 Results & Historical Odds
12 Feb 2016,2.41,1.55,Lerchbacher Z. - Richardson J.,5:6,European Tour 1 2016 Results & Historical Odds
01 Nov 2015,1.55,1.55,van Gerwen M. - Anderson G.,11:10,European Championship 2015 Results & Historical Odds
01 Nov 2015,1.63,1.63,Anderson G. - Lewis A.,11:5,European Championship 2015 Results & Historical Odds
01 Nov 2015,1.23,1.23,van Gerwen M. - Wright P.,11:7,European Championship 2015 Results & Historical Odds
15 Jan 2017,1.66,1.66,Durrant G. - Noppert D.,7:3,BDO World Championship 2017 Results & Historical Odds
01 Nov 2015,2.92,2.92,Lewis A. - Taylor P.,10:9,European Championship 2015 Results & Historical Odds
01 Nov 2015,1.42,1.42,Anderson G. - Klaasen J.,10:6,European Championship 2015 Results & Historical Odds
14 Jan 2017,1.36,1.36,Durrant G. - Hughes J.,6:1,BDO World Championship 2017 Results & Historical Odds
01 Nov 2015,1.24,1.24,van Gerwen M. - Chisnall D.,10:4,European Championship 2015 Results & Historical Odds
01 Nov 2015,4.07,1.25,Henderson J. - Wright P.,4:10,European Championship 2015 Results & Historical Odds
14 Jan 2017,4.20,1.25,Fitton D. - Noppert D.,3:6,BDO World Championship 2017 Results & Historical Odds
13 Jan 2017,2.80,1.43,Waites S. - Noppert D.,3:5,BDO World Championship 2017 Results & Historical Odds
31 Oct 2015,1.58,2.37,Wade J. - Klaasen J.,5:10,European Championship 2015 Results & Historical Odds
13 Jan 2017,1.15,1.15,Durrant G. - Labanauskas D.,5:2,BDO World Championship 2017 Results & Historical Odds
13 Jan 2017,2.19,1.67,Adams M. - Hughes J.,4:5,BDO World Championship 2017 Results & Historical Odds
31 Oct 2015,1.08,1.08,van Gerwen M. - Reyes C.,10:3,European Championship 2015 Results & Historical Odds
31 Oct 2015,1.29,1.29,Taylor P. - Smith M.,10:5,European Championship 2015 Results & Historical Odds
13 Jan 2017,1.48,2.66,de Vos G. - Fitton D.,4:5,BDO World Championship 2017 Results & Historical Odds
31 Oct 2015,1.73,1.73,Wright P. - Huybrechts K.,10:8,European Championship 2015 Results & Historical Odds
31 Oct 2015,1.31,1.31,Anderson G. - Whitlock S.,10:8,European Championship 2015 Results & Historical Odds
12 Jan 2017,3.74,1.27,Veenstra R. - Noppert D.,0:4,BDO World Championship 2017 Results & Historical Odds
31 Oct 2015,1.24,1.24,Lewis A. - Pipe J.,10:7,European Championship 2015 Results & Historical Odds
31 Oct 2015,2.36,1.59,Bunting S. - Chisnall D.,6:10,European Championship 2015 Results & Historical Odds
12 Jan 2017,2.78,1.44,Ratajski K. - Labanauskas D.,3:4,BDO World Championship 2017 Results & Historical Odds
12 Jan 2017,2.36,1.59,McGeeney M. - Waites S.,2:4,BDO World Championship 2017 Results & Historical Odds
31 Oct 2015,1.90,1.90,Henderson J. - Rodriguez Row. J.,10:2,European Championship 2015 Results & Historical Odds
30 Oct 2015,1.53,1.53,Huybrechts K. - King M.,6:3,European Championship 2015 Results & Historical Odds
11 Jan 2017,1.08,1.08,Durrant G. - Hogan P.,4:3,BDO World Championship 2017 Results & Historical Odds
30 Oct 2015,1.10,1.10,van Gerwen M. - de Zwaan J.,6:3,European Championship 2015 Results & Historical Odds
11 Jan 2017,3.78,1.27,Williams J. - Hughes J.,1:4,BDO World Championship 2017 Results & Historical Odds
30 Oct 2015,1.21,1.21,Taylor P. - Van der Voort V.,6:1,European Championship 2015 Results & Historical Odds
11 Jan 2017,1.33,1.33,Fitton D. - Blackwell P.,4:1,BDO World Championship 2017 Results & Historical Odds
30 Oct 2015,2.09,2.09,Klaasen J. - van Barneveld R.,6:4,European Championship 2015 Results & Historical Odds
11 Jan 2017,1.65,2.24,Smith J. - Adams M.,1:4,BDO World Championship 2017 Results & Historical Odds
11 Jan 2017,2.18,2.18,de Vos G. - Mitchell S.,4:2,BDO World Championship 2017 Results & Historical Odds
30 Oct 2015,1.19,1.19,Anderson G. - Dolan B.,6:3,European Championship 2015 Results & Historical Odds
30 Oct 2015,1.52,1.52,Wade J. - Jenkins T.,6:3,European Championship 2015 Results & Historical Odds
10 Jan 2017,1.18,1.18,Waites S. - Harbour D.,3:1,BDO World Championship 2017 Results & Historical Odds
30 Oct 2015,2.32,1.61,Suljovic M. - Chisnall D.,5:6,European Championship 2015 Results & Historical Odds
30 Oct 2015,1.39,1.39,Lewis A. - van de Pas B.,6:5,European Championship 2015 Results & Historical Odds
10 Jan 2017,1.37,1.37,Labanauskas D. - Whitehead C.,3:1,BDO World Championship 2017 Results & Historical Odds
10 Jan 2017,1.49,1.49,McGeeney M. - Hurrell J.,3:1,BDO World Championship 2017 Results & Historical Odds
30 Oct 2015,1.46,1.46,Wright P. - Norris A.,6:3,European Championship 2015 Results & Historical Odds
30 Oct 2015,1.29,3.58,Thornton R. - Henderson J.,4:6,European Championship 2015 Results & Historical Odds
10 Jan 2017,1.44,2.78,Harms W. - Ratajski K.,0:3,BDO World Championship 2017 Results & Historical Odds
10 Jan 2017,1.56,1.56,Veenstra R. - Montgomery R.,3:1,BDO World Championship 2017 Results & Historical Odds
30 Oct 2015,1.70,2.14,White I. - Bunting S.,5:6,European Championship 2015 Results & Historical Odds
30 Oct 2015,1.46,1.46,Smith M. - Price G.,6:4,European Championship 2015 Results & Historical Odds
10 Jan 2017,1.10,1.10,Noppert D. - Cameron D.,3:1,BDO World Championship 2017 Results & Historical Odds
09 Jan 2017,2.77,1.44,Dawson B. - Smith J.,2:3,BDO World Championship 2017 Results & Historical Odds
30 Oct 2015,1.55,1.55,Pipe J. - van Duijvenbode D.,6:2,European Championship 2015 Results & Historical Odds
30 Oct 2015,1.29,1.29,Whitlock S. - Caris M.,6:2,European Championship 2015 Results & Historical Odds
09 Jan 2017,1.16,1.16,de Vos G. - Smith R.,3:0,BDO World Championship 2017 Results & Historical Odds
09 Jan 2017,1.70,2.14,Phillips M. - Hogan P.,2:3,BDO World Championship 2017 Results & Historical Odds
30 Oct 2015,1.90,1.90,Kist C. - Rodriguez Row. J.,4:6,European Championship 2015 Results & Historical Odds
09 Jan 2017,1.28,3.67,Reynolds D. - Blackwell P.,2:3,BDO World Championship 2017 Results & Historical Odds
30 Oct 2015,1.93,1.93,Reyes C. - Hopp M.,6:2,European Championship 2015 Results & Historical Odds
09 Jan 2017,2.17,1.68,Caldwell C. - Harbour D.,1:3,BDO World Championship 2017 Results & Historical Odds
09 Jan 2017,2.62,2.62,Cameron D. - Hendriks J.,3:1,BDO World Championship 2017 Results & Historical Odds
08 Jan 2017,1.23,1.23,Hughes J. - Atkins M.,3:1,BDO World Championship 2017 Results & Historical Odds
08 Jan 2017,2.44,2.44,Smith R. - Van Baelen D.,3:2,BDO World Championship 2017 Results & Historical Odds
08 Jan 2017,1.89,1.89,Ratajski K. - Mandigers W.,3:2,BDO World Championship 2017 Results & Historical Odds
08 Jan 2017,1.11,1.11,Mitchell S. - McGrath M.,3:0,BDO World Championship 2017 Results & Historical Odds
08 Jan 2017,2.39,1.57,Sawyer T. - Hogan P.,0:3,BDO World Championship 2017 Results & Historical Odds
08 Jan 2017,1.58,1.58,Adams M. - Joyce R.,3:2,BDO World Championship 2017 Results & Historical Odds
07 Jan 2017,1.50,1.50,Williams J. - O'Shea T.,3:0,BDO World Championship 2017 Results & Historical Odds
07 Jan 2017,1.89,1.90,Janssen R. - McGrath M.,2:3,BDO World Championship 2017 Results & Historical Odds
07 Jan 2017,4.66,1.19,Asada S. - Smith J.,1:3,BDO World Championship 2017 Results & Historical Odds
07 Jan 2017,1.30,1.30,Fitton D. - Vaes W.,3:0,BDO World Championship 2017 Results & Historical Odds
07 Jan 2017,2.75,1.44,Nilsson D. - Joyce R.,0:3,BDO World Championship 2017 Results & Historical Odds
07 Jan 2017,1.14,1.14,Durrant G. - Kenny N.,3:1,BDO World Championship 2017 Results & Historical Odds
11 Sep 2016,5.65,1.15,Suljovic M. - van Gerwen M.,5:6,European Tour 8 2016 Results & Historical Odds
